GEM plant ID,Plant name (English),Owner,Country/area,Region,Latitude,Longitude,Capacity (ttpa),Plant age,distance_to_litpop_km,litpop_asset_value,litpop_value_50km
P100001063289,Heyuan Yuancheng Huafa Metal Products Co Ltd,Heyuan Huacheng Metal Products Co Ltd,China,Asia Pacific,23.56658,114.598993,620.0,21.89,3.8342550614309596,661354659.4113086,39202857256.919846
P100000120552,Hospet Steels Hospet plant,Hospet Steels Ltd,India,Asia Pacific,15.339055,76.251696,650.0,28.0,5.8603455941293126,204245873.82605147,6494280553.741234
P100000120229,Houying Group Haicheng Iron and Steel Co Ltd Datun Branch,Houying Group Haicheng Iron and Steel Co Ltd,China,Asia Pacific,40.981855,122.948643,,19.58,2.7391061546764903,563518410.1278985,204280659469.35934
P100000121042,Huainan Hongtai Iron and Steel Co Ltd,Huainan Hongtai Steel Limited Liability Co,China,Asia Pacific,32.619248,116.905869,500.0,25.0,2.9608892155174984,4888696838.2685,91330913466.36772
P100000121047,Huangshi Xingang Heavy Industry Technology Co Ltd,Huangshi Xingang Heavy Industry Technology Co Ltd,China,Asia Pacific,30.097108,115.284652,,2.0,3.173997138317147,69794425.23817413,64413221791.8982
P100001063078,"Huangshi Xinxing Pipe Industry Co., Ltd.",Huangshi Xinxing Pipe Industry Co Ltd,China,Asia Pacific,30.181393,114.944879,0.0,17.64,3.262792287298006,4262753872.987659,96475265193.3459
P100001064093,Huarui (Handan) Casting & Pipe Co Ltd,Huarui (Handan) Casting & Pipe Co Ltd,China,Asia Pacific,36.561049,114.102793,0.0,21.89,2.9291347517905013,1340340843.3454995,170053205873.57678
P100000120176,Hubei Dazhan Iron and Steel Co Ltd,Hubei Dazhan Steel & Iron Co Ltd,China,Asia Pacific,31.006752,113.754995,,33.0,5.223337528882068,600972460.8080096,40759271145.18103
P100000120318,Hubei Jinshenglan Metallurgical Technology Co Ltd,Hubei Jinshenglan Metallurgical Technology Co Ltd,China,Asia Pacific,29.916729,113.822921,3250.0,10.0,5.5200938410973395,96700424.06712171,15273223883.283081
P100000121070,Hubei Lijin Steel Group Co Ltd,Hubei Lijin Steel Group Co Ltd,China,Asia Pacific,32.127263,112.715688,2000.0,24.0,0.7368761067316474,728653447.9992169,24127542428.199814
P100000120343,Hubei Shunle Steel Co Ltd plant,Hubei Shunle Iron and Steel Co Ltd,China,Asia Pacific,29.925026,113.826118,2000.0,5.0,4.973527226322412,96700424.06712171,15500575351.26793
P100000120415,Hubei Wucheng Iron and Steel Group Co Ltd,Hubei Wucheng Iron and Steel Group Co Ltd,China,Asia Pacific,30.341239,114.857744,,26.0,4.10294915072297,14250230836.869875,218053706578.46277
P100001063493,Huizhou Jushun Iron and Steel Plant,Huizhou Jushun Iron and Steel Plant,China,Asia Pacific,23.178652,114.279374,620.0,33.26,3.5314723650258038,5079645602.338191,581102754330.4387
P100000120179,Hunan Valin Lianyuan Iron and Steel Co Ltd,Hunan Valin Lianyuan Iron and Steel Co Ltd,China,Asia Pacific,27.747782,111.967343,9000.0,68.0,4.4752318411360825,5209756773.4618635,18624557737.487885
P100000120178,Hunan Valin Xiangtan Iron and Steel Co Ltd,Hunan Valin Lianyuan Iron and Steel Co Ltd,China,Asia Pacific,27.81413,112.897377,7250.0,68.0,3.329157067161166,4007280363.8593574,434217947093.3483
P100000120184,Inner Mongolia Baotou Jiyu Iron and Steel Co Ltd Hondlon District,Baotou Jiyu Steel Co Ltd,China,Asia Pacific,40.662343,109.696243,,21.79,4.275815797594337,563557793.4713724,172336884220.31696
P100000120182,Inner Mongolia BaoTou Steel Union Co Ltd,Inner Mongolia BaoTou Steel Union Co Ltd,China,Asia Pacific,40.647997,109.740898,16760.0,26.64,3.7536164508945618,563557793.4713724,172548163179.83905
P100000120185,Inner Mongolia Desheng Metal Products Co Ltd,Inner Mongolia Desheng Metal Products Co Ltd,China,Asia Pacific,39.867015,106.890377,1350.0,14.3,1.5844401778408799,111523145.34028804,10635795445.055777
P100000120355,Inner Mongolia Mingtuo Ferrite New Material Co Ltd,Inner Mongolia Mingtuo Ferrite New Material Co Ltd,China,Asia Pacific,40.597557,109.683202,,3.0,3.7164713390743542,563557793.4713724,172491417398.7581
P100000120390,Inner Mongolia Wanzhou Special Steel Co Ltd,Inner Mongolia Wanzhou Special Steel Co Ltd,China,Asia Pacific,40.977329,110.022924,,,2.633981107159497,13833901.491643237,166563793208.9674
P100000120187,Inner Mongolia Yaxin Longshun Special Steel Co Ltd,Inner Mongolia Yaxinlongshun Special Steel Co Ltd,China,Asia Pacific,40.689778,110.214707,2000.0,20.3,2.132074223282831,2337622.9703656165,173888486435.46762
P100000120560,Jai Balaji Durgapur Unit IV steel plant,Jai Balaji Industries Ltd,India,Asia Pacific,23.483075,87.352189,295.0,17.0,3.603044510557339,675745315.8269312,60248239785.97394
P100000120562,Jai Balaji Jyoti Steels Sundargarh plant,Jai Balaji Jyoti Steels Ltd,India,Asia Pacific,22.085338,84.86184,92.0,23.0,4.613900047009475,94945328.67570616,10791925694.114943
P100001025922,Jai Balaji Rajbandh Unit III steel plant,Jai Balaji Industries Ltd,India,Asia Pacific,23.487439,87.369494,0.0,,3.2847633932247007,675745315.8269312,60129074782.98765
P100000120547,Jayaswal Neco Industries Raipur steel plant,Jayaswal Neco Industries Ltd,India,Asia Pacific,21.354495,81.676444,1200.0,30.0,4.012920379482871,1676028759.8407507,50473566906.84862
P100000120652,JFE Bars & Shapes Himeji Works steel plant,JFE Bars & Shapes Corp,Japan,Asia Pacific,34.784113,134.658493,900.0,89.0,3.17184657321266,11107163158.787853,364504105660.4696
P100000120653,JFE Bars & Shapes Kashima Works steel plant,JFE Bars & Shapes Corp,Japan,Asia Pacific,35.882023,140.731707,720.0,93.0,2.246027696157046,6568510645.102576,151284267424.24826
P100000120646,JFE Bars & Shapes Mizushima Works steel plant,JFE Bars & Shapes Corp,Japan,Asia Pacific,34.503883,133.710136,,59.0,4.204597047404365,12824930411.579533,216323667353.57483
P100000120647,JFE East Japan Works (Chiba) steel plant,JFE Steel Corp,Japan,Asia Pacific,35.580917,140.104196,4915.0,75.0,4.752861460215203,38317470933.99429,6999480240770.152
P100000120650,JFE East Japan Works (Keihin) steel plant,JFE Steel Corp,Japan,Asia Pacific,35.48069,139.729684,,65.66,7.050320415204645,317087547227.782,10673288849749.607
P100000120651,JFE Sendai Works steel plant,JFE Steel Corp,Japan,Asia Pacific,38.265706,141.012963,852.0,51.81,3.8223786705764327,15696371264.712454,220240736551.65356
P100000120649,JFE West Japan Works (Fukuyama) steel plant,JFE Steel Corp,Japan,Asia Pacific,34.465222,133.431205,13002.0,61.0,5.209531770904021,8873478299.720446,150958646139.22552
P100000120648,JFE West Japan Works (Kurashiki) steel plant,JFE Steel Corp,Japan,Asia Pacific,34.501198,133.722123,2000.0,59.0,4.673888046122029,12824930411.579533,216882580052.12042
P100000120418,Jianglong Acheng Iron and Steel Co Ltd,Jianglong Acheng Iron & Steel Co Ltd,China,Asia Pacific,45.562002,126.968128,1600.0,25.0,2.3863412996626954,3851213851.5239058,433262728884.3327
P100000120196,Jiangsu Binxin Steel Group Co Ltd,Jiangsu Province Binxin Steel Group Co Ltd,China,Asia Pacific,35.09556,119.279989,5400.0,18.05,3.4416061424252455,3627723888.232499,58862806457.56507
P100000120199,Jiangsu Changqiang Iron and Steel Co Ltd,Jiangsu Changqiang Iron & Steel Co Ltd,China,Asia Pacific,31.952064,120.189749,2000.0,22.42,1.8868357814062091,5149260849.902505,869434788637.9381
P100000120349,Jiangsu Delong Nickel Industry Co Ltd,Jiangsu Delong Nickel Industry Co Ltd,China,Asia Pacific,34.443469,119.816574,1350.0,15.55,2.8191658858530277,890142435.6329616,13262278133.303556
P100000120386,Jiangsu Hongtai Iron and Steel Co Ltd,Jiangsu HONGTAI Metals Ware Co Ltd,China,Asia Pacific,32.138393,119.554693,1576.0,25.68,1.9293415720407872,3200493895.461697,406755252591.32434
P100000120197,Jiangsu Jingye Iron and Steel Co Ltd,Jiangsu Jingye Iron and Steel Co Ltd,China,Asia Pacific,34.38381,119.786878,3000.0,22.31,1.073683238718321,1557019273.7154286,17996018934.013416
P100000121138,Jiangsu Longyuan Steel Co,Jiangsu Longyuan Steel Co Ltd,China,Asia Pacific,34.538033,117.329589,,15.77,3.4969100263998523,261090607.59518936,200300142640.241
P100000120189,Jiangsu Shagang Group Huaigang Special Steel Co Ltd,Jiangsu Shagang Group Huaigang SPECIAL Steel Co Ltd,China,Asia Pacific,33.566039,118.988442,3364.0,56.0,3.8895930496122286,4165354036.0691886,116194403770.98167
P100000120188,Jiangsu Shagang Iron & Steel Co Ltd,Jiangsu Shagang Iron & Steel Co Ltd,China,Asia Pacific,31.983146,120.638992,16605.0,23.6,3.0584826017142865,5778523153.580064,529051380107.0347
P100000120195,Jiangsu Shente Steel Co Ltd,Jiangsu Shente Steel Corp,China,Asia Pacific,31.471123,119.485941,,18.43,2.9797280438995166,5294448729.56292,149850825886.9499
P100000120207,Jiangsu Suxin Special Steel Group Co Ltd,Jiangsu Suxin Special Steel Co Ltd,China,Asia Pacific,31.400644,120.475103,,65.0,3.2657095433243204,11475374812.138918,1203080421719.338
P100000121136,Jiangsu Xingda Steel Group,Jiangsu Xingda Steel Group Co Ltd,China,Asia Pacific,34.501981,117.316278,,22.96,4.955515901108513,261090607.59518936,199923762019.09317
P100000120198,Jiangsu Xugang Iron and Steel Group Co Ltd,Jiangsu Xusteel Group Co Ltd,China,Asia Pacific,34.577016,117.339638,3050.0,22.46,5.092758446791001,536146471.99254227,203762624287.38776
P100000121050,Jiangxi Taixin Iron and Steel Co Ltd,Jiangxi Taixin Iron & Steel Co Ltd,China,Asia Pacific,28.60445,118.163615,1000.0,22.62,4.407886527446429,24651705.83317486,28075320400.865673
P100000121144,Jiangxi Yuanxing Iron and Steel Co Ltd,Jiangxi Yuanxing Iron and Steel Co Ltd,China,Asia Pacific,24.881098,114.802833,,18.21,1.3147623824383596,982532261.0660375,3890877667.8320055
P100000120205,Jiangyin Huaxi Iron and Steel Co Ltd,Jiangyin Huaxi Steel Co Ltd,China,Asia Pacific,31.816482,120.424347,1500.0,23.39,4.234256706061214,10086515908.61508,1024135366078.9897
P100000120347,Jiangyin Xicheng Steel Co Ltd,Jiangyin Xicheng Steel Co Ltd,China,Asia Pacific,31.892299,120.198394,720.0,28.37,2.1402758220507767,8256028173.465794,899493452254.8955
P100000120191,Jiangyin Xingcheng Special Steel Works Co Ltd,Jiangyin Xingcheng SPECIAL Steel Works Co Ltd,China,Asia Pacific,31.950191,120.328449,5900.0,33.0,4.4842360246821515,4429745806.121701,861258391348.5183
P100000120159,Jianlong Beiman Special Steel Co Ltd,Jianlong Beiman SPECIAL Steel Co Ltd,China,Asia Pacific,47.191285,123.616512,2570.0,69.0,2.0012158783454943,3437488269.916678,60191945180.633514
P100000120158,Jianlong Xilin Iron and Steel Co Ltd,Jianlong Xilin Iron and Steel Co Ltd,China,Asia Pacific,47.495036,129.287919,4200.0,60.0,4.0908583901838975,10642384.938641924,853263562.5257634
P100000120215,Jilin Jianlong Steel Co Ltd,Jilin Jianlong Steel Co Ltd,China,Asia Pacific,44.011951,126.537086,2700.0,24.8,3.3244654439117616,133726064.71790448,126042241262.18954
P100000120218,Jilin Jingang Iron and Steel Co Ltd,Jilin Jingang Lron and Steel Co Ltd,China,Asia Pacific,43.20023,124.335697,1500.0,47.0,3.3105639217306457,7056524178.650425,26086020433.09009
P100000120389,Jilin Steel Group Fugang Metal Manufacturing Co Ltd,"Fugang METAL Manufacturing Co.ltd.,jilinjigang Steel Group",China,Asia Pacific,44.022802,125.505627,,17.6,3.563860869648305,218005645.09942687,372832686908.1275
P100000120388,Jilin Steel Group Taihua Metal Equipment Manufacture Co Ltd,Jilin Steel Group Taihua Metal Equipment Manufacture Co Ltd,China,Asia Pacific,44.138826,125.914941,,17.58,3.5390157082428044,912548532.864007,31395426520.878036
P100000120217,Jilin Xinda Iron and Steel Co Ltd,JiLin Province Xinda Steel Co Ltd,China,Asia Pacific,42.3249,125.246892,0.0,18.27,4.869251622801021,15053158.02973983,6035383531.075078
P100000120373,Jinan Iron and Steel Group Co Ltd,Jinan Iron & Steel Group Co Ltd,China,Asia Pacific,36.718952,114.111677,5200.0,4.0,1.67466346617481,2791499561.2492723,189064228850.86957
P100000120273,Jincheng Fusheng Iron and Steel Co Ltd,Jincheng FUSHENG Iron & Steel Co Ltd,China,Asia Pacific,35.662985,112.882395,4600.0,23.2,4.276272940787293,981005265.3164757,38067790254.84774
P100000120544,Jindal Stainless Hisar steel plant,Jindal Stainless Ltd,India,Asia Pacific,29.127253,75.773075,800.0,56.0,1.8231841708698293,454648663.61737627,4432173812.338945
P100000120543,Jindal Stainless Jajpur steel plant,Jindal Stainless Ltd,India,Asia Pacific,20.954939,86.051986,2200.0,15.0,1.1360827644346085,864289310.3874147,19930989331.916576
P100001061405,Jindal Stainless Maharashtra steel plant,Jindal Stainless Ltd,India,Asia Pacific,19.314475,72.976623,,,3.1806000958764256,9385160469.420177,257873821456.65317
P100000120515,Jindal Steel Angul steel plant,Jindal Steel Limited Ltd,India,Asia Pacific,20.884896,84.991539,6000.0,13.0,3.621069659149975,322827125.6345241,10289924861.693195
P100000121173,Jindal Steel Asanboni steel plant,Jindal Steel Limited Ltd,India,Asia Pacific,24.131037,87.438728,,,2.099750260129598,12539365.545054764,17163903152.416973
P100001062086,Jindal Steel Chhattisgarh steel plant,Jindal Steel Chhattisgarh Ltd,India,Asia Pacific,21.895041,83.376759,,,2.235836274584332,454682852.3366098,8708985977.676916
P100000121034,Jindal Steel Krishnapatnam steel plant,Jindal Steel Limited Ltd,India,Asia Pacific,14.254675,80.108702,,,4.472555977297553,200947291.56263226,8797826143.5833
P100000120542,Jindal Steel Patratu steel plant,Jindal Steel Limited Ltd,India,Asia Pacific,23.632991,85.325308,,,3.5404372548285408,934889967.304621,43018575113.010056
P100000120516,Jindal Steel Raigarh steel plant,Jindal Steel Limited Ltd,India,Asia Pacific,21.922703,83.347178,3600.0,37.0,4.891966750717609,400367384.08294696,9080381228.33012
P100000120132,Jinding Heavy Industry Co Ltd,Jinding Heavy Industries Co Ltd,China,Asia Pacific,36.718952,114.111677,3000.0,31.0,1.67466346617481,2791499561.2492723,189064228850.86957
P100000120222,Jingye (Yingkou) Medium Plate Co Ltd,Jingye (Yingkou) Medium Plate Co Ltd,China,Asia Pacific,40.671136,122.395441,5500.0,23.67,4.480856300570206,1444886964.8755352,91760599608.88235
P100000120120,Jingye Iron and Steel Co Ltd,Jingye Iron and Steel Co Ltd,China,Asia Pacific,38.391372,114.139998,6400.0,30.0,2.2412309623627507,310050323.594974,184573101987.5097
P100000120175,Jingzhou Qunli Metal Products Co Ltd,Jingzhou Qunli Metal Products Co Ltd,China,Asia Pacific,30.3505,112.353782,1000.0,27.0,3.4008659285258664,118075214.85034539,38205541993.96432
P100000120276,Jinye Iron and Steel Group Co Ltd,Jinye Steel Group Co Ltd,China,Asia Pacific,36.148131,113.209523,950.0,22.79,2.574267706158174,1182364306.7889879,68729326480.3698
P100000121252,Jinzhou Jinxing Special Steel Company,Jinzhou Jinxing Special Steel Co Ltd,China,Asia Pacific,41.188888,121.225043,,25.1,2.5748240083019387,549095770.045926,54238701827.81923
P100000121057,Jishan Mingfu Steel Products Co Ltd,Jishan Mingfu Steel Products Co Ltd,China,Asia Pacific,35.665945,111.025976,1433.0,12.44,4.768534494500804,245177255.62792537,29193307116.655434
P100000120083,Jiugang Group Yuzhong Iron and Steel Co Ltd,Jiugang Group Yuzhong Iron & Steel Co Ltd,China,Asia Pacific,36.033646,104.035535,4000.0,23.0,1.0485124073072998,167993672.70306432,159988995314.00266
P100000120213,Jiujiang Pinggang Iron and Steel Co Ltd,JiuJiang PXSteel Co Ltd,China,Asia Pacific,29.778431,116.27527,4700.0,14.09,2.1609973487449765,478146017.5263399,49202409985.341385
P100001044907,JSOL Angul steel plant,Jindal Steel Odisha Ltd,India,Asia Pacific,20.874713,84.944082,6300.0,0.47,1.4810028409402762,322827125.6345241,10146547279.815842
P100000120521,JSW Bengal Steel Salboni plant,JSW Bengal Steel Ltd,India,Asia Pacific,22.575726,87.310258,,,4.241189972604715,178521520.3246137,22867811417.327194
P100000120537,JSW BPSL Jharkhand steel plant,Bhushan Power & Steel Ltd,India,Asia Pacific,22.665526,85.64622,,,5.004874320151552,113645399.55906004,6139043854.782175
P100000120510,JSW BPSL Jharsuguda steel plant,JSW Steel Ltd,India,Asia Pacific,21.763989,84.022529,5000.0,21.0,3.6574349735558025,687994436.0281599,11361687485.173359
P100000120570,JSW Green Steel Salav plant,JSW Green Steel Ltd,India,Asia Pacific,18.530853,72.947091,0.0,33.0,8.150500478899579,5087801.004416001,7026475591.708821
P100001023560,JSW POSCO Keonjhar steel plant,JSW Steel Ltd; POSCO Holdings Inc,India,Asia Pacific,20.248632,86.156416,,,5.551904841444812,165319279.8517694,52152013428.16887
P100000121039,JSW Rayalseema steel plant,JSW Rayalaseema Steel Limited,India,Asia Pacific,14.76855,78.403263,,,3.9800809290599544,45263087.15252942,3699473968.9320436
P100000120517,JSW Steel Dolvi steel plant,JSW Steel Ltd,India,Asia Pacific,18.690312,73.035902,10200.0,32.0,2.093845189456273,286389654.28355294,60099330304.11375
P100001045504,JSW Steel Gadchiroli steel plant,JSW Steel Ltd,India,Asia Pacific,20.1846793,79.9957641,,,4.709182127890687,36499350.191805646,672310138.9649446
P100000120520,JSW Steel Jharkhand steel plant,JSW Jharkhand Steel Ltd,India,Asia Pacific,23.188108,85.715097,,0.0,2.3527982291849496,22085261.29316944,23446519340.916725
P100000120536,JSW Steel Raigarh steel plant,JSW Ispat Special Products Ltd,India,Asia Pacific,21.983709,83.238133,950.0,18.0,4.171871226788067,213067224.22470316,10563384113.836348
P100000120518,JSW Steel Salem steel plant,JSW Steel Ltd,India,Asia Pacific,11.814912,77.918465,1260.0,28.0,5.0508972021637355,606793261.3724501,32134637342.276756
P100000120519,JSW Steel Vijayanagar steel plant,JSW Steel Ltd,India,Asia Pacific,15.180423,76.663134,11899.0,32.0,5.135826544582303,334841572.46645224,9689320324.005524
P100000120539,JSW Utkal Steel Rajnagar plant,JSW Utkal Steel Ltd,India,Asia Pacific,20.216667,86.55,,0.0,1.2707625016634978,105160684.6244372,6876861355.910729
P100000120538,JSW Vijayanagar Metallics steel plant,JSW Vijayanagar Metallics Ltd,India,Asia Pacific,15.203176,76.659122,5000.0,2.0,3.705997511998655,334841572.46645224,9966119331.866566
P100001025631,Kalyani Steels Dhenkanal steel plant,Kalyani Steels Ltd,India,Asia Pacific,20.601819,85.594653,,0.0,4.0767032244628405,319583186.94651854,46089200704.690956
P100001062093,Kapila Metals Jalna steel plant,Kapila Metals Pvt Ltd,India,Asia Pacific,19.874223,75.817553,,,2.708364511827026,100155279.26306468,9907907877.655088
P100001045284,KIC Metaliks Durgapur steel plant,KIC Metaliks Ltd,India,Asia Pacific,23.507539,87.277914,0.0,28.05,4.045572782284581,1554639245.0040002,78911937623.12569
P100000121199,Kishiwada Steel Osaka steel plant,Kishiwada Steel Co Ltd,Japan,Asia Pacific,34.477479,135.353918,500.0,69.22,2.8753142931103826,38442254742.5372,4024872190911.7173
P100000120655,Kobe Kakogawa Works steel plant,Kobe Steel Ltd,Japan,Asia Pacific,34.720268,134.826275,4394.0,56.0,4.6470999577231416,25378988214.594116,594638453899.9097
P100000120656,Kobe Wire Rod and Bar steel plant,Kobe Steel Ltd,Japan,Asia Pacific,34.703624,135.247207,,58.0,3.591882159717156,42784622428.44381,4166091619625.3354
P100000120680,Kyoei Steel Hirakata Division (Osaka),Kyoei Steel Ltd,Japan,Asia Pacific,34.816321,135.677444,805.0,64.0,3.933133065788956,84281749601.77412,4289694357006.1284
P100000120682,Kyoei Steel Nagoya Division (Tokai),Kyoei Steel Ltd,Japan,Asia Pacific,35.065055,136.815384,1265.0,42.0,3.379982945778555,11644793117.559832,2354847344337.752
P100000120681,Kyoei Steel Yamaguchi Division (Yamaguchi),Kyoei Steel Ltd,Japan,Asia Pacific,33.976513,131.173031,575.0,54.0,3.832132817585591,3584087170.210148,227169182282.68463
P100000120254,Laiwu Iron and Steel Group Yinshan Section Steel Co Ltd,Laiwu Steel Yinshan Section Co Ltd,China,Asia Pacific,36.106143,117.820108,5600.0,22.15,3.3050746292577755,1723461254.4344203,51404078756.40897
P100000120156,Langfang Guangyuan Metalwork Co Ltd,Langfang Guangyuan Metalwork Co Ltd,China,Asia Pacific,39.181466,116.838667,,11.0,4.3276575243567255,1533063394.1574883,1009910154140.4136
P100000120344,Lanxin Steel Group Co Ltd plant,Gaolan County Lanxin Steel Co Ltd,China,Asia Pacific,36.488866,103.922,1100.0,25.0,4.699038202014775,4705947.349746395,100210147450.03174
P100000120181,Lengshuijiang Steel Co Ltd,Lengshuijiang Iron and Steel Co Ltd,China,Asia Pacific,27.690401,111.437288,3000.0,68.0,2.8755793048526983,982323572.5654914,18218977581.76848
P100000120192,Lianfeng Steel Zhangjiagang Co Ltd,Lianfeng Steel (Zhangjiagang) Co Ltd,China,Asia Pacific,31.855205,120.730505,6720.0,23.65,3.0379227984554906,3289812339.6058364,691192891097.3962
P100001063594,Lianping Huafeng Steel Co Ltd,Lianping County Huafeng Steel Co Ltd,China,Asia Pacific,24.18435,114.728202,720.0,9.93,3.3426017630165132,271704400.55409884,7860661720.28815
P100000121078,Lianyungang Huale Alloy Group Co Ltd,Lianyungang Huale Alloy Group Co Ltd,China,Asia Pacific,34.607964,119.447626,621.0,15.94,2.1327229760476927,175014771.30063456,62208001532.84489
P100000120348,Lianyungang Yaxin Iron and Steel Co Ltd,Lianyungang Yaxin Iron and Steel Co Ltd,China,Asia Pacific,34.423786,119.778311,3000.0,16.51,4.032005238418851,890142435.6329616,21492612750.274986
P100000120333,Liaoyang United Steel Co Ltd,Liaoyang United Steel Co Ltd,China,Asia Pacific,41.19138,122.877311,2300.0,6.17,1.8950138882788263,1281795295.850902,210271387199.7962
P100000121051,Liaoyang Xinyi Special Steel Co Ltd,Liaoyang Xinyi Special Steel Co Ltd,China,Asia Pacific,41.225003,122.970488,500.0,17.2,2.11408668124727,4381066890.384275,207956725496.76184
P100000120269,Licheng Taihang Iron and Steel Co Ltd,Licheng Taihang Iron & Steel Co Ltd,China,Asia Pacific,36.472303,113.344155,1700.0,25.68,3.165625209647596,231213739.23506635,63358692955.12561
P100000120225,Lingyuan Iron and Steel Co Ltd,Lingyuan Iron & Steel Co Ltd,China,Asia Pacific,41.271048,119.41374,5994.0,31.8,3.9668000453259777,1351875952.0510519,8449719856.137927
P100000120330,Linyi Iron and Steel Investment Group Special Steel Co Ltd,Linyi Iron and Steel Investment Group Co Ltd,China,Asia Pacific,35.15735,119.133999,2700.0,6.92,3.689049118536783,212520272.51501238,53272173903.43916
P100000120338,Linyi Iron and Steel Investment Group Stainless Steel Co Ltd,Linyi Iron and Steel Investment Group Stainless Steel Co Ltd,China,Asia Pacific,35.148443,119.068015,700.0,6.0,3.540566801801486,238915176.01580334,49102072073.52552
P100000120250,Linyi Jiangxin Iron and Steel Co Ltd,Linyi Jiangxin Steel Co Ltd,China,Asia Pacific,34.951117,118.305389,,18.58,1.4858903072188059,7972147725.823803,164788953238.1223
P100001063721,Linyi Meide Gengchen Metal Materials Co Ltd,Linyi Meide Gengchen Metal Materials Co Ltd,China,Asia Pacific,35.188667,119.087048,500.0,8.55,4.0833855518242785,374021532.01611346,49326982913.5983
P100001064103,Linzhou Hexin Foundry Co Ltd,Linzhou Hexin Foundry Co Ltd,China,Asia Pacific,36.112742,113.861135,240.0,20.47,1.8463064427649627,1250100343.4634068,102240701401.62509
P100000120399,Lishui Huahong Iron and Steel Products Co Ltd,Huahong Iron and Steel Products Co Ltd,China,Asia Pacific,28.090098,119.519509,1200.0,23.39,4.447987609588924,468805622.32278705,5534623301.555684
P100000120092,Liuzhou Iron and Steel Co Ltd Liuzhou Base,Liuzhou IRON&STEEL Co Ltd,China,Asia Pacific,24.385304,109.37963,9458.0,26.0,1.2379975020369698,21236255107.045433,106919872651.21158
P100000120382,Liyang Baorun Steel Co Ltd,Liyang Baorun Steel Co Ltd,China,Asia Pacific,31.471123,119.485941,2760.0,2.58,2.9797280438995166,5294448729.56292,149850825886.9499
P100000120522,Lloyds Metals and Energy Ltd Ghugus steel plant,Lloyds Metals and Energy Ltd,India,Asia Pacific,19.929837,79.119344,0.0,31.0,3.2233279319745254,248656224.30699146,4350380892.964218
P100000121179,Lloyds Metals and Energy Ltd Konsari steel plant,Lloyds Metals and Energy Ltd,India,Asia Pacific,19.770409,79.813599,0.0,3.0,3.294490797346745,1199591.592945764,783322878.1243582
P100001063267,Longchuan Hanghui Steel Co Ltd,Longchuan Hanghui Steel Co Ltd,China,Asia Pacific,24.113189,115.215068,930.0,22.39,1.480529817522742,1069393003.8951043,6334060729.585486
P100000120412,Longnan Fuxin Iron and Steel Co Ltd,Longnan Fuxin Steel Co Ltd,China,Asia Pacific,24.912904,114.844503,1500.0,20.91,5.217852117421908,85055828.36295038,2717532226.4839673
P100000120383,Luoyang Luogang Group of Steel and Iron Co Ltd,Luoyang Luogang Group of Steel and Iron Co Ltd,China,Asia Pacific,34.798477,112.580505,,19.0,3.6263969986835685,898607349.1565193,201192744938.41702
P100000120335,Luzhou Xinyang Vanadium Titanium Steel Co Ltd,Luzhou Xinyang Vanadium Titanium Steel Co Ltd,China,Asia Pacific,28.851779,105.70509,2000.0,6.12,2.6013026652315396,20271489.796361625,32944059922.257732
P100000120260,Lvliang Jianlong Industrial Co Ltd,Lvliang Jianlong Industrial Co Ltd,China,Asia Pacific,37.47311,112.06093,1400.0,41.0,2.3643583856992034,1570081181.240564,81961745851.4654
P100000120069,Maanshan Iron and Steel Co Ltd,Maanshan Iron & Steel Co Ltd,China,Asia Pacific,31.698884,118.468194,15480.0,73.0,1.4050622138748017,14161932205.740225,597053458401.5353
P100000120559,Mesco Steel Kalinganagar plant,Mesco Kalinga Steel Ltd,India,Asia Pacific,20.976277,86.044419,1200.0,21.0,2.015607416289135,864289310.3874147,17327711187.14309
P100001046616,Mintal Group DRI plant,Mintal Group Co Ltd,China,Asia Pacific,41.7915,109.865367,,,0.7988295846847465,38453234.3149022,190596578.8616632
P100000120339,Minyuan Iron and Steel Group Co Ltd,Minyuan Iron and Steel Group Co Ltd,China,Asia Pacific,34.013369,116.422599,2700.0,23.0,4.554699498749549,258770067.85181326,73538117479.19241
P100000121239,Mono Steel Gandhidham plant,Mono Steel (India) Ltd,India,Asia Pacific,23.312265,70.201953,770.0,36.0,2.381310625971429,31833855.18768871,5533021171.26422
P100000120567,MSP Steel & Power Raigarh plant,MSP Steel & Power Ltd,India,Asia Pacific,21.87673,83.554495,385.0,24.0,1.3376361425081078,122199505.11316605,10100227857.664085
P100001062087,Mukand Sumi Special Steel Hospet steel plant,Mukand Sumi Special Steel Ltd,India,Asia Pacific,15.328976,76.258613,450.0,4.55,5.45689386902103,208281204.80950305,6487520282.898114
P100001025672,N R Ispat and Power Raigarh steel plant,NR Ispat and Power Pvt Ltd,India,Asia Pacific,22.013086,83.330372,297.0,18.0,5.100722123085422,155299189.2988411,9124756910.103502
P100000120678,Nakayama Steel Products Osaka plant,Nakayama Steel Products Co Ltd,Japan,Asia Pacific,34.699762,135.430119,600.0,75.81,2.7496433626349286,324278211589.9782,4425872987213.524
P100000120679,Nakayama Steel Works Osaka,Nakayama Steel Works Ltd,Japan,Asia Pacific,34.628162,135.459688,600.0,97.0,0.372807375588606,254812052510.10464,4389614453696.843
P100000120190,Nanjing Iron and Steel Co Ltd,Nanjing Iron & Steel Co Ltd,China,Asia Pacific,32.200797,118.746315,10000.0,68.0,3.6705464467713673,11508667093.45597,773166310817.1803
